event_id,person_id,location,timestamp,event_type,vehicle_no,source
S0279,P007,Lucknow,2026-08-04 00:09:00,location observation,GJ17AB1007,synthetic_CCTV
S0280,P039,Lucknow,2026-07-14 03:24:00,vehicle movement,GJ49AB1039,synthetic_CCTV
S0281,P027,Bengaluru,2026-06-05 07:31:00,vehicle movement,GJ37AB1027,synthetic_CCTV
S0282,P039,Lucknow,2026-08-24 00:59:00,meeting,GJ49AB1039,synthetic_CCTV
S0283,P032,Chandigarh,2026-07-16 01:05:00,vehicle movement,MH42AB1032,synthetic_CCTV
S0284,P032,Chandigarh,2026-08-19 13:43:00,meeting,MH42AB1032,synthetic_CCTV
S0285,P043,Bengaluru,2026-08-20 05:42:00,location observation,GJ53AB1043,synthetic_CCTV
S0286,P049,Mumbai,2026-07-01 13:46:00,location observation,DL59AB1049,synthetic_CCTV
S0287,P045,Hyderabad,2026-07-03 01:43:00,location observation,DL55AB1045,synthetic_CCTV
S0288,P039,Lucknow,2026-06-25 20:23:00,location observation,GJ49AB1039,synthetic_CCTV
S0289,P045,Hyderabad,2026-06-21 01:07:00,vehicle movement,DL55AB1045,synthetic_CCTV
S0290,P039,Lucknow,2026-08-17 04:08:00,location observation,GJ49AB1039,synthetic_CCTV
S0291,P050,Delhi,2026-06-07 02:43:00,meeting,KA60AB1050,synthetic_CCTV
S0292,P009,Mumbai,2026-08-22 13:33:00,suspicious gathering,DL19AB1009,synthetic_CCTV
S0293,P034,Delhi,2026-07-24 23:35:00,location observation,KA44AB1034,synthetic_CCTV
S0294,P026,Delhi,2026-07-14 15:45:00,suspicious gathering,KA36AB1026,synthetic_CCTV
S0295,P005,Hyderabad,2026-08-01 18:27:00,suspicious gathering,DL15AB1005,synthetic_CCTV
S0296,P016,Chandigarh,2026-07-21 15:22:00,vehicle movement,MH26AB1016,synthetic_CCTV
S0297,P011,Bengaluru,2026-06-02 13:30:00,meeting,GJ21AB1011,synthetic_CCTV
S0298,P040,Chandigarh,2026-07-09 18:45:00,location observation,MH50AB1040,synthetic_CCTV
S0299,P008,Chandigarh,2026-06-10 15:17:00,suspicious gathering,MH18AB1008,synthetic_CCTV
S0300,P028,Pune,2026-08-20 01:44:00,meeting,MH38AB1028,synthetic_CCTV
